name,clinical trial,accession number,smiles,categories,unii,cas number,kegg drug,pubchem compound,chemspider,bindingdb,rxnav,chebi,chembl,therapeutic targets database,pharmgkb,zinc
Pralnacasan,Not Available,DB04875,CCO[C@@H]1OC(=O)C[C@@H]1NC(=O)[C@@H]1CCCN2N1C(=O)[C@H](CCC2=O)NC(=O)C1=NC=CC2=CC=CC=C12,"Heterocyclic Compounds, Fused-Ring",N986NI319S,192755-52-5,,153270.0,135089.0,50189360.0,,,CHEMBL437526,,,
Voacamine,Not Available,DB04877,[H][C@@]12C[C@H](CC)[C@]3([H])N(C1)CCC1=C(NC4=CC(=C(OC)C=C14)[C@@]1([H])C[C@]4([H])C(C(=O)OC)[C@@]([H])(CC5=C1NC1=CC=CC=C51)N(C)C\C4=C\C)[C@@]3(C2)C(=O)OC,"Alkaloids / Heterocyclic Compounds, Fused-Ring / Indole Alkaloids / Indoles / P-glycoprotein inhibitors / Secologanin Tryptamine Alkaloids",2Z504YT5AG,3371-85-5,,11953931.0,10128230.0,,,,CHEMBL445022,,PA165958347,
Voglibose,phase 4 complete,DB04878,OCC(CO)N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O,Alcohols / Alimentary Tract and Metabolism / Blood Glucose Lowering Agents / Carbohydrates / Cyclohexanes / Cycloparaffins / Drugs Used in Diabetes / Enzyme Inhibitors / Fatty Alcohols / Glycoside Hydrolase Inhibitors / Hexanols / Lipids / Sugar Alcohols,S77P977AG8,83480-29-9,D01665,444020.0,392046.0,50263044.0,,32300.0,CHEMBL476960,DAP001104,PA164752433,ZINC000003788703
Vatalanib,Not Available,DB04879,ClC1=CC=C(NC2=NN=C(CC3=CC=NC=C3)C3=CC=CC=C23)C=C1,Enzyme Inhibitors / Protein Kinase Inhibitors / Pyridazines / Tyrosine Kinase Inhibitors,5DX9U76296,212141-54-3,,151194.0,133257.0,4851.0,,90620.0,CHEMBL101253,,PA7001,ZINC000000007460
Elacridar,Not Available,DB04881,COC1=CC=CC2=C1NC1=C(C=CC=C1C(=O)NC1=CC=C(CCN3CCC4=CC(OC)=C(OC)C=C4C3)C=C1)C2=O,"BCRP/ABCG2 Inhibitors / Benzocycloheptenes / Drug Resistance, Multiple / Heterocyclic Compounds, Fused-Ring / Isoquinolines / P-glycoprotein inhibitors",N488540F94,143664-11-3,D03968,119373.0,106620.0,50206310.0,,,CHEMBL396298,,,ZINC000003915436
Edotecarin,phase 3 complete,DB04882,OCC(CO)NN1C(=O)C2=C3C(NC4=C3C=CC(O)=C4)=C3N([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C4=C(C=CC(O)=C4)C3=C2C1=O,"Heterocyclic Compounds, Fused-Ring / Indoles",1V8X590XDP,174402-32-5,D03954,9808998.0,7984757.0,50086570.0,,,CHEMBL435191,,,ZINC000003946372
Darusentan,Not Available,DB04883,COC1=CC(OC)=NC(O[C@H](C(O)=O)C(OC)(C2=CC=CC=C2)C2=CC=CC=C2)=N1,"Acids, Carbocyclic / Endothelin Receptor Antagonists",33JD57L6RW,171714-84-4,,177236.0,154336.0,50108202.0,,,CHEMBL23261,,,ZINC000003826221
Dapoxetine,Not Available,DB04884,CN(C)[C@@H](CCOC1=CC=CC2=CC=CC=C12)C1=CC=CC=C1,Amines / Antidepressive Agents / Benzene Derivatives / Benzyl Compounds / Central Nervous System Depressants / Cytochrome P-450 CYP2D6 Inhibitors / Cytochrome P-450 CYP2D6 Inhibitors (strength unknown) / Cytochrome P-450 CYP2D6 Substrates / Cytochrome P-450 CYP3A Inhibitors / Cytochrome P-450 CYP3A Substrates / Cytochrome P-450 CYP3A4 Inhibitors / Cytochrome P-450 CYP3A4 Inhibitors (weak) / Cytochrome P-450 CYP3A4 Substrates / Cytochrome P-450 Enzyme Inhibitors / Cytochrome P-450 Substrates / Genito Urinary System and Sex Hormones / Hypoglycemia-Associated Agents / Selective Serotonin Reuptake Inhibitors / Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome / Serotonin Agents / Serotonin Modulators / Urologicals,GB2433A4M3,119356-77-3,D03649,71353.0,64453.0,,,135962.0,CHEMBL2110900,,PA166151992,ZINC000001482019
Cilansetron,Not Available,DB04885,CC1=NC=CN1C[C@H]1CCC2=C(C3=CC=CC4=C3N2CCC4)C1=O,"Alimentary Tract and Metabolism / Antidepressive Agents / Central Nervous System Depressants / Drugs for Functional Gastrointestinal Disorders / Heterocyclic Compounds, Fused-Ring / Indoles / Serotonin Agents / Serotonin Receptor Antagonists",2J6DQ1U5B5,120635-74-7,D03495,6918107.0,5293321.0,50231569.0,,,CHEMBL2103778,,,
Calanolide A,Not Available,DB04886,CCCC1=CC(=O)OC2=C1C1=C(C=CC(C)(C)O1)C1=C2[C@@H](O)[C@H](C)[C@@H](C)O1,"Anti-HIV Agents / Anti-Infective Agents / Anti-Retroviral Agents / Antiviral Agents / Benzopyrans / Calophyllum / Coumarins / Cytochrome P-450 CYP3A Substrates / Cytochrome P-450 CYP3A4 Substrates / Cytochrome P-450 Substrates / Heterocyclic Compounds, Fused-Ring / Plant Extracts / Pyrans",S5A9TQN46W,142632-32-4,,64972.0,58497.0,50002662.0,,65552.0,CHEMBL267447,,,ZINC000001645454
Brecanavir,phase 2 complete,DB04887,[H][C@]12OCC[C@@]1([H])[C@H](CO2)OC(=O)N[C@@H](CC1=CC=C(OCC2=CSC(C)=N2)C=C1)[C@H](O)CN(CC(C)C)S(=O)(=O)C1=CC2=C(OCO2)C=C1,"Acids, Acyclic / Dioxoles / Heterocyclic Compounds, Fused-Ring",E367I8C7FI,313682-08-5,D03253,5743186.0,4675192.0,4685.0,,,CHEMBL206031,,,ZINC000003994828
Bifeprunox,Not Available,DB04888,O=C1NC2=C(O1)C(=CC=C2)N1CCN(CC2=CC(=CC=C2)C2=CC=CC=C2)CC1,"Antipsychotic Agents / Antipsychotic Agents (Second Generation [Atypical]) / Central Nervous System Depressants / Heterocyclic Compounds, Fused-Ring / Neurotoxic agents",AP69E83Z79,350992-10-8,,208951.0,181044.0,50241119.0,,,CHEMBL218166,,,ZINC000052971454
Bicifadine,Not Available,DB04889,CC1=CC=C(C=C1)C12CC1CNC2,Analgesics / Cytochrome P-450 CYP1A2 Substrates / Cytochrome P-450 CYP2D6 Substrates / Cytochrome P-450 Substrates / Monoamine Oxidase A Substrates,B0SV3N7J3H,71195-57-8,D03110,47953.0,43618.0,50417944.0,,,CHEMBL511099,,,
Becocalcidiol,Not Available,DB04891,CC[C@@](C)([H])[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1/C[C@](O)([H])C(=C)[C@]([H])(O)C1,Cholestanes / Cholestenes / Fused-Ring Compounds / Lipids / Membrane Lipids / Secosteroids / Steroids / Sterols / Vitamin D and Analogues / Vitamins / Vitamins (Fat Soluble),N75R59YD0F,524067-21-8,,5289547.0,4451487.0,,,,CHEMBL2104955,,,ZINC000013975113
Phenserine,Not Available,DB04892,[H][C@]12N(C)CC[C@@]1(C)C1=C(C=CC(OC(=O)NC3=CC=CC=C3)=C1)N2C,"Acids, Acyclic / Alkaloids / Carbamates / Cholinergic Agents / Cholinesterase Inhibitors / Enzyme Inhibitors / Heterocyclic Compounds, Fused-Ring / Indole Alkaloids / Indoles / Neurotransmitter Agents / Phenylcarbamates / Stereoisomerism",SUE285UG3S,101246-66-6,,192706.0,167225.0,10958.0,,,CHEMBL74926,,,ZINC000052968892
AZD3409,Not Available,DB04893,,,,,,,,,,,,,,
Vapreotide,phase 3 complete,DB04894,CC(C)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CC2=CNC3=CC=CC=C23)NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)[C@H](CSSC[C@H](NC1=O)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(N)=O)NC(=O)[C@H](N)CC1=CC=CC=C1,"Amino Acids, Peptides, and Proteins / Analgesics / Antineoplastic Agents / Central Nervous System Agents / Cytochrome P-450 CYP3A Inhibitors / Cytochrome P-450 CYP3A4 Inhibitors / Cytochrome P-450 CYP3A4 Inhibitors (weak) / Cytochrome P-450 Enzyme Inhibitors / Hormones / Hormones, Hormone Substitutes, and Hormone Antagonists / Hypothalamic Hormones / Nerve Tissue Proteins / Neuropeptides / Pancreatic Hormones / Peptide Hormones / Peptides / Peripheral Nervous System Agents / Pituitary and Hypothalamic Hormones and Analogues / Pituitary Hormone Release Inhibiting Hormones / Proteins / Sensory System Agents / Somatostatin and Analogues / Systemic Hormonal Preparations, Excl. Sex Hormones and Insulins",2PK59M9GFF,103222-11-3,D06281,6918026.0,5293243.0,,,,CHEMBL3349523,DAP001242,PA164743146,
Pagoclone,Not Available,DB04903,CC(C)CCC(=O)CC1N(C(=O)C2=CC=CC=C12)C1=NC2=C(C=CC(Cl)=N2)C=C1,"Central Nervous System Depressants / GABA Agents / Heterocyclic Compounds, Fused-Ring / Hypnotics (Nonbenzodiazepine) / Hypnotics and Sedatives",38VAG2SA33,133737-32-3,,131664.0,116335.0,,,,CHEMBL2104745,,,
Tesmilifene,Not Available,DB04905,CCN(CC)CCOC1=CC=C(CC2=CC=CC=C2)C=C1,Antiplatelet agents / Benzene Derivatives / Cytochrome P-450 CYP2D6 Substrates / Cytochrome P-450 CYP3A Inducers / Cytochrome P-450 CYP3A Inhibitors / Cytochrome P-450 CYP3A Substrates / Cytochrome P-450 CYP3A4 Inducers / Cytochrome P-450 CYP3A4 Inducers (strength unknown) / Cytochrome P-450 CYP3A4 Inhibitors / Cytochrome P-450 CYP3A4 Inhibitors (strength unknown) / Cytochrome P-450 CYP3A4 Substrates / Cytochrome P-450 Enzyme Inducers / Cytochrome P-450 Enzyme Inhibitors / Cytochrome P-450 Substrates / Ethers / Hematologic Agents / Histamine Agents / Neurotransmitter Agents / P-glycoprotein inducers / P-glycoprotein inhibitors / Phenols,I43T3ID6G2,98774-23-3,,108092.0,97190.0,50085260.0,,93414.0,CHEMBL26424,,,ZINC000000002139
Voclosporin,Not Available,DB11693 (DB04906),CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C\C=C\C=C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C,"Amino Acids, Peptides, and Proteins / Antineoplastic and Immunomodulating Agents / Calcineurin Inhibitors / Cyclosporins / Immunosuppressive Agents / Peptides / Peptides, Cyclic",2PN063X6B1,515814-01-4,,6918486.0,5293683.0,,,135957.0,,,,
Sitamaquine,phase 2 complete,DB04909,CCN(CC)CCCCCCNC1=CC(OC)=CC2=C(C)C=CN=C12,"Heterocyclic Compounds, Fused-Ring / Quinolines",5AIJ4TGC6B,57695-04-2,,42548.0,38806.0,,,,CHEMBL57004,,PA166115581,ZINC000001535009
Oxibendazole,Not Available,DB04910,CCCOC1=CC2=C(C=C1)N=C(NC(=O)OC)N2,"Anthelmintics / Anti-Infective Agents / Antiparasitic Agents / Heterocyclic Compounds, Fused-Ring",022N12KJ0X,20559-55-1,,4622.0,4461.0,31048.0,1009342.0,92907.0,CHEMBL1087630,,,ZINC000004685859
Stannsoporfin,phase 3 complete,DB04912,[Cl-].[Cl-].[Sn+4].CCC1=C2[N-]C(\C=C3/N=C(/C=C4\[N-]\C(=C/C5=N/C(=C\2)/C(C)=C5CC)C(C)=C4CCC(O)=O)C(CCC(O)=O)=C3C)=C1C,"Biological Factors / Enzyme Inhibitors / Heme Oxygenase (Decyclizing), antagonists & inhibitors / Heterocyclic Compounds, Fused-Ring / Pigments, Biological / Porphyrins",0KAE1U0G7Q,106344-20-1,,15978579.0,7869402.0,,,,,,,
Idronoxil,Not Available,DB04915,OC1=CC=C(C=C1)C1=CC2=C(OC1)C=C(O)C=C2,"Benzopyrans / Chromones / Flavonoids / Heterocyclic Compounds, Fused-Ring / Pyrans",995FT1W541,81267-65-4,,219100.0,189918.0,50419932.0,,,CHEMBL1957038,,,ZINC000001491943
Renzapride,Not Available,DB04917,COC1=C(C=CC(N)=C1Cl)C(=O)NC1CCN2CCCC1C2,"Acids, Carbocyclic / Amides / Antidepressive Agents / Benzene Derivatives / Benzoates / Central Nervous System Depressants / Neurotransmitter Agents / Serotonin 5-HT4 Receptor Agonists / Serotonin Agents / Serotonin Receptor Agonists / Serotonin Receptor Antagonists",9073C0W4E9,112727-80-7,,3052778.0,2314555.0,,,,,,,
Itopride,phase 3 complete,DB04924,COC1=CC=C(C=C1OC)C(=O)NCC1=CC=C(OCCN(C)C)C=C1,"Acids, Carbocyclic / Alimentary Tract and Metabolism / Amides / Benzene Derivatives / Benzoates / Drugs for Functional Gastrointestinal Disorders / Propulsives",81BMQ80QRL,122898-67-3,,3792.0,3660.0,,,94809.0,CHEMBL2107457,,PA152432599,ZINC000000537874
Neramexane,Not Available,DB04926,CC1(C)CC(C)(C)CC(C)(N)C1,Cycloparaffins,856DX0KJ84,219810-59-0,,6433106.0,4938294.0,,,,CHEMBL2110954,,,ZINC000004217734
XP12B,phase 3 complete,DB04928,,,,,,,,,,,,,,
DG031,Not Available,DB04929,,,,,,,,,,,,,,
Eritoran,phase 3 complete,DB04933,CCCCCCCCCCCC(=O)CC(=O)N[C@H]1[C@@H](OP(O)(O)=O)O[C@H](CO[C@@H]2O[C@H](COC)[C@@H](OP(O)(O)=O)[C@H](OCC[C@@H](CCCCCCC)OC)[C@H]2NC(=O)CCCCCCCCC\C=C/CCCCCC)[C@@H](O)[C@@H]1OCCCCCCCCCC,"Antigens / Antigens, Bacterial / Bacterial Toxins / Biological Factors / Carbohydrates / Endotoxins / Glycoconjugates / Lipids / Lipopolysaccharides / Lipopolysaccharides, antagonists & inhibitors / Oligosaccharides / Polysaccharides / Polysaccharides, Bacterial / Toll-Like Receptor 4, antagonists & inhibitors / Toxins, Biological",551541VI0Y,185955-34-4,D04043,6912404.0,5288721.0,50274760.0,,68609.0,CHEMBL501259,,,
Rifalazil,Not Available,DB04934,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C)C(O)=C4C(=O)C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)=C1OC5=CC(=CC(O)=C5N=C1C4=C3C2=O)N1CCN(CC(C)C)CC1,"Amides / Anti-Bacterial Agents / Anti-Infective Agents / Antibiotics, Antitubercular / Antituberculosis Agents / Cytochrome P-450 CYP3A Substrates / Cytochrome P-450 CYP3A4 Substrates / Cytochrome P-450 Substrates / Heterocyclic Compounds, Fused-Ring / Lactams / Lactams, Macrocyclic / Leprostatic Agents",S1976TE8QK,129791-92-0,D02550,6540558.0,16736451.0,,,,CHEMBL236297,,,ZINC000169677007
Tagatose,Not Available,DB04936,OC[C@@H](O)[C@H](O)[C@H](O)C(=O)CO,"Carbohydrates / Chelating Agents / Compounds used in a research, industrial, or household setting / Iron Chelating Agents / Monosaccharides / Sequestering Agents",T7A20Y888Y,87-81-0,,92092.0,83142.0,,,47693.0,,,,ZINC000002516866
LX201,phase 1 complete,DB04943,,,,,,,,,,,,,,
Acadesine,phase 2 complete,DB04944,[H][C@]1(CO)O[C@]([H])([C@H](O)[C@@H]1O)N1C=NC(C(N)=O)=C1N,"Carbohydrates / Cardiac Therapy / Glycosides / Imidazoles / Nucleic Acids, Nucleotides, and Nucleosides / Nucleosides",53IEF47846,2627-69-2,,17513.0,16560.0,,,28498.0,CHEMBL1551724,,,ZINC000003798074
Altropane,Not Available,DB04947,[H][C@]12CC[C@]([H])([C@H]([C@H](C1)C1=CC=C(F)C=C1)C(=O)OC)N2C\C=C\I,Alkaloids / Aza Compounds / Azabicyclo Compounds / Iodine Radioisotopes / Tropanes,1Q4092099O,180468-34-2,,6440180.0,4944487.0,,,135696.0,,,,
Ramoplanin,Not Available,DB04952,NCCC[C@H]1NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@H]([C@@H](O)C)NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@@H]([C@@H](C)O)NC(=O)[C@@H](CCCN)NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](CC(N)=O)NC(=O)\C=C/C=C\CC(C)C)[C@@H](OC(=O)[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H]([C@@H](C)O)NC(=O)[C@@H](NC1=O)C1=CC=C(C=C1)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O)C1=CC=C(O)C=C1)C1=CC(Cl)=C(O)C=C1)C(N)=O)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,"Amino Acids, Peptides, and Proteins / Anti-Bacterial Agents / Anti-Infective Agents / Peptides / Peptides, Cyclic",0WX9996O2G,76168-82-6,,73425378.0,32813311.0,,,,,,,
Tecadenoson,Not Available,DB04954,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N[C@@H]3CCOC3)N=CN=C12,"Carbohydrates / Glycosides / Heterocyclic Compounds, Fused-Ring / Neurotransmitter Agents / Nucleic Acids, Nucleotides, and Nucleosides / Nucleosides / Purine Nucleosides / Purinergic Agents / Purinergic Agonists / Purinergic P1 Receptor Agonists / Purines / Ribonucleosides",GZ1X96601Z,204512-90-3,,158795.0,139685.0,50224766.0,,,CHEMBL392149,,,
Pumactant,Not Available,DB04955,,Lipids / Membrane Lipids / Pulmonary Surfactants,,258856-56-3,,,,,,,,,,
Azimilide,Not Available,DB04957,CN1CCN(CCCCN2C(=O)CN(N=CC3=CC=C(O3)C3=CC=C(Cl)C=C3)C2=O)CC1,"Antiarrhythmic agents / Antiarrhythmics, Class III / Calcium-Regulating Hormones and Agents / Cardiovascular Agents / Cytochrome P-450 CYP2D6 Substrates / Cytochrome P-450 CYP3A Substrates / Cytochrome P-450 CYP3A4 Substrates / Cytochrome P-450 CYP3A5 Substrates / Cytochrome P-450 Substrates / Imidazoles / Imidazolidines / Membrane Transport Modulators / Moderate Risk QTc-Prolonging Agents / QTc Prolonging Agents",74QU6P2934,149908-53-2,,9571004.0,54906.0,50117913.0,,,,,,ZINC000299888520
Tipifarnib,Not Available,DB04960,CN1C=NC=C1[C@@](N)(C1=CC=C(Cl)C=C1)C1=CC2=C(C=C1)N(C)C(=O)C=C2C1=CC(Cl)=CC=C1,"Antineoplastic Agents / Heterocyclic Compounds, Fused-Ring / P-glycoprotein inhibitors / Quinolines",MAT637500A,192185-72-1,,159324.0,140122.0,50370385.0,,141969.0,CHEMBL289228,,,ZINC000024809155
Troxacitabine,Not Available,DB04961,NC1=NC(=O)N(C=C1)[C@@H]1CO[C@H](CO)O1,Anti-HIV Agents / Anti-Infective Agents / Antineoplastic Agents / Dioxoles / Pyrimidines / Pyrimidinones,60KQZ0388Y,145918-75-8,,454194.0,399955.0,,,134886.0,CHEMBL359164,,,ZINC000001642845
Lucanthone,phase 1 complete,DB04967,CCN(CC)CCNC1=C2C(=O)C3=CC=CC=C3SC2=C(C)C=C1,"Anthelmintics / Anti-Infective Agents / Antiparasitic Agents / Antiplatyhelmintic Agents / Heterocyclic Compounds, Fused-Ring / Schistosomicides / Sulfur Compounds / Thioxanthenes / Xanthenes / Xanthones",FC6D57000M,479-50-5,,10180.0,9772.0,50030282.0,,51052.0,CHEMBL279014,DAP001003,PA164748783,ZINC000003831012
PH94B,phase 3 complete,DB04968,,,,,,,,,,,,,,
Lesopitron,Not Available,DB04970,ClC1=CN(CCCCN2CCN(CC2)C2=NC=CC=N2)N=C1,,H1CGM4755H,132449-46-8,,60813.0,54801.0,82365.0,,,CHEMBL2105051,,,ZINC000001547604
Reglitazar,Not Available,DB04971,CC1=C(CCOC2=CC=C(CC3C(=O)NOC3=O)C=C2)N=C(O1)C1=CC=CC=C1,,P9UTN18JVV,170861-63-9,,,135728.0,,,,CHEMBL293526,,,
Canfosfamide,phase 3 complete,DB04972,N[C@@H](CCC(=O)N[C@@H](CS(=O)(=O)CCOP(=O)(N(CCCl)CCCl)N(CCCl)CCCl)C(=O)N[C@@H](C(O)=O)C1=CC=CC=C1)C(O)=O,"Amino Acids, Peptides, and Proteins / Cytotoxins / Oligopeptides / Peptides",1RS284BFUI,158382-37-7,,5312109.0,4471543.0,,,135883.0,CHEMBL2111086,,,ZINC000085537051
Rimiducid,Not Available,DB04974,CC[C@H](C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCC1=CC=C(OC)C(OC)=C1)C1=CC(OCC(=O)NCCNC(=O)COC2=CC=CC(=C2)[C@@H](CCC2=CC=C(OC)C(OC)=C2)OC(=O)[C@@H]2CCCCN2C(=O)[C@@H](CC)C2=CC(OC)=C(OC)C(OC)=C2)=CC=C1)C1=CC(OC)=C(OC)C(OC)=C1,Cross-Linking Reagents,H564L1W5J2,195514-63-7,,,17292138.0,,,,CHEMBL269259,,,
Banoxantrone,Not Available,DB04975,C[N+](C)([O-])CCNC1=CC=C(NCC[N+](C)(C)[O-])C2=C1C(=O)C1=C(O)C=CC(O)=C1C2=O,Anthracenes / Antineoplastic Agents / Cytochrome P-450 CYP2B6 Substrates / Cytochrome P-450 CYP3A Substrates / Cytochrome P-450 CYP3A4 Substrates / Cytochrome P-450 Substrates / Quinones,W5H7E45YT3,136470-65-0,,9955116.0,8130726.0,,,,CHEMBL117391,,,ZINC000003776950
Plitidepsin,Not Available,DB04977,[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)C(=O)[C@@H](OC(=O)C[C@H](O)[C@]([H])(NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]1CCCN1C(=O)C(C)=O)[C@@H](C)OC(=O)[C@H](CC1=CC=C(OC)C=C1)N(C)C2=O)[C@@H](C)CC)C(C)C,"Amino Acids, Peptides, and Proteins / Antineoplastic Agents / Antineoplastic and Immunomodulating Agents / Cytochrome P-450 CYP2A6 Substrates / Cytochrome P-450 CYP2E1 Substrates / Cytochrome P-450 CYP3A Substrates / Cytochrome P-450 CYP3A4 Substrates / Cytochrome P-450 Substrates / Peptides / Peptides, Cyclic",Y76ID234HW,137219-37-5,,9812534.0,24687645.0,,,90205.0,CHEMBL451930,,,
SP1049C,Not Available,DB04978,,"Alcohols / Anthracyclines / Carbohydrates / Compounds used in a research, industrial, or household setting / Ethylene Glycols / Glycols / Glycosides / Macromolecular Substances / Naphthacenes / Polyethylene Glycols / Polymers",,,,,,,,,,,,
Lemuteporfin,phase 2 complete,DB04980,,"Alcohols / Biological Factors / Glycols / Heterocyclic Compounds, Fused-Ring / Pigments, Biological",EZ109VJ012,,,,,,,,,,,
Talampanel,phase 2 complete,DB04982,C[C@@H]1CC2=CC3=C(OCO3)C=C2C(=NN1C(C)=O)C1=CC=C(N)C=C1,"Benzazepines / Heterocyclic Compounds, Fused-Ring / Receptors, AMPA, antagonists & inhibitors",CVS43XG1L5,161832-65-1,D02696,164509.0,144217.0,50173337.0,,34992.0,CHEMBL61872,,,ZINC000003823565
Denufosol,Not Available,DB04983,[H]N([H])C1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=CC(=O)N([H])C2=O)O1,"Carbohydrates / Cytosine Nucleotides / Deoxyribonucleotides / Glycosides / Nucleic Acids, Nucleotides, and Nucleosides / Nucleosides / Nucleotides / Pyrimidine Nucleosides / Pyrimidine Nucleotides / Pyrimidines / Ribonucleosides / Ribonucleotides",5PC250KSSH,211448-85-0,D03685,9875516.0,8051201.0,50270553.0,,,CHEMBL507282,,,ZINC000085540154
XL784,phase 2 complete,DB04991,,,,,,,,,,,,,,
AP5346,Not Available,DB04992,,Organometallic Compounds,,,,,,,,,,,,
AT1022,Not Available,DB04995,,,,,,,,,,,,,,
Satraplatin,Not Available,DB04996,N.[Cl-].[Cl-].[Pt+4].CC([O-])=O.CC([O-])=O.NC1CCCCC1,Antineoplastic Agents / Antineoplastic and Immunomodulating Agents / Organometallic Compounds / Platinum Compounds,8D7B37T28G,129580-63-8,,123974.0,110493.0,,1733681.0,85609.0,CHEMBL3833367,,,
ATL1102,Not Available,DB04997,,,,,,,,,,,,,,
